id,race,playerid
1873,asian,25
1874,asian,24
1875,asian,30
1876,asian,17
1877,asian,18
1878,asian,5
1879,asian,15
1880,asian,13
1881,asian,12
1882,asian,1
1883,asian,20
1884,asian,28
1885,asian,15
1886,asian,21
1887,asian,22
1888,asian,28
1889,asian,22
1890,asian,28
1891,asian,24
1892,asian,27
1893,asian,30
1894,asian,21
1895,asian,1
1896,asian,18
1897,asian,27
1898,asian,30
1899,asian,15
1900,asian,27
1901,asian,17
1902,asian,28
1903,asian,16
1904,asian,1
1905,asian,16
1906,asian,20
1907,asian,30
1908,asian,13
1909,asian,15
1910,asian,28
1911,asian,10
1912,asian,20
1913,asian,16
1914,asian,25
1915,asian,7
1916,asian,18
1917,asian,18
1918,asian,13
1919,asian,22
1920,asian,15
1921,asian,25
1922,asian,30
1923,asian,10
1924,asian,19
1925,asian,13
1926,asian,30
1927,asian,7
1928,asian,18
1929,asian,24
1930,asian,15
1931,asian,17
1932,asian,21
1933,asian,4
1934,asian,21
1935,asian,22
1936,asian,20
1937,asian,5
1938,asian,16
1939,asian,27
1940,asian,4
1941,asian,12
1942,asian,28
1943,asian,12
1944,asian,5
1945,asian,20
1946,asian,1
1947,asian,18
1948,asian,28
1949,asian,27
1950,asian,21
1951,asian,1
1952,asian,21
1953,asian,24
1954,asian,19
1955,asian,10
1956,asian,7
1957,asian,28
1958,asian,20
1959,asian,19
1960,asian,1
1961,asian,18
1962,asian,5
1963,asian,19
1964,asian,15
1965,asian,18
1966,asian,15
1967,asian,24
1968,asian,30
1969,asian,1
1970,asian,30
1971,asian,13
1972,asian,20
1973,asian,21
1974,asian,15
1975,asian,17
1976,asian,25
1977,asian,12
1978,asian,28
1979,asian,21
1980,asian,17
1981,asian,4
1982,asian,17
1983,asian,22
1984,asian,4
1985,asian,10
1986,asian,20
1987,asian,30
1988,asian,13
1989,asian,17
1990,asian,30
1991,asian,13
1992,asian,18
1993,asian,12
1994,asian,25
1995,asian,28
1996,asian,13
1997,asian,17
1998,asian,19
1999,asian,24
2000,asian,13
2001,asian,16
2002,asian,22
2003,asian,16
2004,asian,1
2005,asian,7
2006,asian,7
2007,asian,15
2008,asian,16
2009,asian,22
2010,asian,7
2011,asian,18
2012,asian,29
2013,asian,29
2014,asian,14
2015,asian,11
2016,asian,8
2017,asian,2
2018,asian,2
2019,asian,29
2020,asian,14
2021,asian,29
2022,asian,14
2023,asian,11
2024,asian,2
2025,asian,11
2026,asian,2
2027,asian,26
2028,asian,14
2029,asian,2
2030,asian,29
2031,asian,14
2032,asian,11
2033,asian,14
2034,asian,8
2035,asian,29
2036,asian,2
2037,asian,26
2038,asian,8
2039,asian,8
2040,asian,11
2041,asian,26
2042,asian,26
2043,asian,14
2044,asian,11
2045,asian,26
2046,asian,8
2047,asian,11
2048,asian,2
2049,asian,29
2050,asian,29
2051,asian,8
2052,asian,8
2053,asian,11
2054,asian,26
2055,asian,14
2056,asian,26
2057,asian,11
2058,asian,26
2059,asian,29
2060,asian,8
2061,asian,8
2062,asian,26
2063,asian,11
2064,asian,2
2065,asian,14
2066,asian,26
2067,asian,8
2068,asian,26
2069,asian,8
2070,asian,14
2071,asian,29
2072,asian,8
2073,asian,2
2074,asian,2
2075,asian,11
2076,asian,14
2077,asian,2
2078,asian,26
2079,asian,11
2080,asian,14
2081,asian,14
2082,asian,26
2083,asian,10
2084,asian,9
2085,asian,4
2086,asian,6
2087,asian,6
2088,asian,8
2089,asian,2
2090,asian,26
2091,asian,5
2092,asian,11
2093,asian,3
2094,asian,22
2095,asian,20
2096,asian,26
2097,asian,20
2098,asian,12
2099,asian,24
2100,asian,9
2101,asian,8
2102,asian,7
2103,asian,27
2104,asian,25
2105,asian,13
2106,asian,20
2107,asian,16
2108,asian,16
2109,asian,30
2110,asian,21
2111,asian,25
2112,asian,15
2113,asian,26
2114,asian,7
2115,asian,29
2116,asian,23
2117,asian,30
2118,asian,27
2119,asian,2
2120,asian,21
2121,asian,9
2122,asian,15
2123,asian,14
2124,asian,6
2125,asian,5
2126,asian,10
2127,asian,1
2128,asian,11
2129,asian,13
2130,asian,29
2131,asian,29
2132,asian,30
2133,asian,25
2134,asian,15
2135,asian,3
2136,asian,7
2137,asian,28
2138,asian,24
2139,asian,22
2140,asian,12
2141,asian,14
2142,asian,19
2143,asian,19
2144,asian,13
2145,asian,24
2146,asian,16
2147,asian,4
2148,asian,5
2149,asian,18
2150,asian,23
2151,asian,21
2152,asian,29
2153,asian,11
2154,asian,6
2155,asian,29
2156,asian,4
2157,asian,22
2158,asian,5
2159,asian,23
2160,asian,23
2161,asian,10
2162,asian,11
2163,asian,18
2164,asian,16
2165,asian,3
2166,asian,28
2167,asian,28
2168,asian,7
2169,asian,5
2170,asian,11
2171,asian,28
2172,asian,4
2173,asian,30
2174,asian,26
2175,asian,27
2176,asian,25
2177,asian,12
2178,asian,19
2179,asian,21
2180,asian,18
2181,asian,12
2182,asian,20
2183,asian,27
2184,asian,19
2185,asian,14
2186,asian,6
2187,asian,4
2188,asian,15
2189,asian,14
2190,asian,15
2191,asian,12
2192,asian,12
2193,asian,7
2194,asian,9
2195,asian,26
2196,asian,5
2197,asian,9
2198,asian,17
2199,asian,23
2200,asian,14
2201,asian,11
2202,asian,28
2203,asian,1
2204,asian,23
2205,asian,26
2206,asian,2
2207,asian,13
2208,asian,2
2209,asian,24
2210,asian,10
2211,asian,1
2212,asian,24
2213,asian,20
2214,asian,25
2215,asian,1
2216,asian,21
2217,asian,1
2218,asian,15
2219,asian,26
2220,asian,16
2221,asian,8
2222,asian,22
2223,asian,13
2224,asian,25
2225,asian,3
2226,asian,19
2227,asian,29
2228,asian,23
2229,asian,18
2230,asian,6
2231,asian,10
2232,asian,21
2233,asian,9
2234,asian,3
2235,asian,30
2236,asian,22
2237,asian,22
2238,asian,10
2239,asian,17
2240,asian,30
2241,asian,4
2242,asian,1
2243,asian,10
2244,asian,15
2245,asian,2
2246,asian,18
2247,asian,20
2248,asian,16
2249,asian,24
2250,asian,8
2251,asian,8
2252,asian,15
2253,asian,2
2254,asian,6
2255,asian,6
2256,asian,15
2257,asian,20
2258,asian,17
2259,asian,27
2260,asian,28
2261,asian,3
2262,asian,17
2263,asian,17
2264,asian,1
2265,asian,17
2266,asian,11
2267,asian,7
2268,asian,28
2269,asian,4
2270,asian,29
2271,asian,16
2272,asian,17
2273,asian,30
2274,asian,19
2275,asian,8
2276,asian,24
2277,asian,24
2278,asian,11
2279,asian,17
2280,asian,13
2281,asian,3
2282,asian,22
2283,asian,8
2284,asian,20
2285,asian,6
2286,asian,30
2287,asian,12
2288,asian,13
2289,asian,7
2290,asian,28
2291,asian,17
2292,asian,10
2293,asian,11
2294,asian,9
2295,asian,19
2296,asian,14
2297,asian,4
2298,asian,17
2299,asian,5
2300,asian,3
2301,asian,3
2302,asian,29
2303,asian,12
2304,asian,19
2305,asian,17
2306,asian,22
2307,asian,24
2308,asian,22
2309,asian,2
2310,asian,21
2311,asian,22
2312,asian,21
2313,asian,18
2314,asian,2
2315,asian,27
2316,asian,17
2317,asian,7
2318,asian,14
2319,asian,5
2320,asian,16
2321,asian,25
2322,asian,14
2323,asian,16
2324,asian,14
2325,asian,26
2326,asian,16
2327,asian,15
2328,asian,11
2329,asian,15
2330,asian,12
2331,asian,8
2332,asian,2
2333,asian,18
2334,asian,18
2335,asian,29
2336,asian,25
2337,asian,13
2338,asian,11
2339,asian,15
2340,asian,21
2341,asian,5
2342,asian,17
2343,asian,28
2344,asian,20
2345,asian,1
2346,asian,16
2347,asian,14
2348,asian,18
2349,asian,23
2350,asian,25
2351,asian,11
2352,asian,29
2353,asian,30
2354,asian,30
2355,asian,13
2356,asian,26
2357,asian,5
2358,asian,29
2359,asian,9
2360,asian,12
2361,asian,21
2362,asian,24
2363,asian,9
2364,asian,19
2365,asian,15
2366,asian,8
2367,asian,12
2368,asian,25
2369,asian,27
2370,asian,20
2371,asian,1
2372,asian,12
2373,asian,4
2374,asian,14
2375,asian,18
2376,asian,14
2377,asian,7
2378,asian,19
2379,asian,18
2380,asian,10
2381,asian,10
2382,asian,11
2383,asian,23
2384,asian,7
2385,asian,12
2386,asian,1
2387,asian,19
2388,asian,17
2389,asian,18
2390,asian,6
2391,asian,8
2392,asian,1
2393,asian,27
2394,asian,25
2395,asian,3
2396,asian,5
2397,asian,18
2398,asian,28
2399,asian,11
2400,asian,16
2401,asian,1
2402,asian,7
2403,asian,6
2404,asian,30
2405,asian,3
2406,asian,8
2407,asian,4
2408,asian,18
2409,asian,13
2410,asian,24
2411,asian,7
2412,asian,29
2413,asian,5
2414,asian,13
2415,asian,21
2416,asian,25
2417,asian,8
2418,asian,24
2419,asian,18
2420,asian,14
2421,asian,21
2422,asian,3
2423,asian,18
2424,asian,29
2425,asian,6
2426,asian,13
2427,asian,14
2428,asian,3
2429,asian,9
2430,asian,22
2431,asian,6
2432,asian,23
2433,asian,5
2434,asian,23
2435,asian,4
2436,asian,29
2437,asian,28
2438,asian,16
2439,asian,28
2440,asian,12
2441,asian,30
2442,asian,11
2443,asian,23
2444,asian,11
2445,asian,26
2446,asian,25
2447,asian,4
2448,asian,26
2449,asian,12
2450,asian,24
2451,asian,14
2452,asian,16
2453,asian,30
2454,asian,29
2455,asian,7
2456,asian,25
2457,asian,23
2458,asian,7
2459,asian,30
2460,asian,1
2461,asian,11
2462,asian,14
2463,asian,29
2464,asian,14
2465,asian,24
2466,asian,9
2467,asian,30
2468,asian,9
2469,asian,7
2470,asian,21
2471,asian,12
2472,asian,8
2473,asian,5
2474,asian,9
2475,asian,27
2476,asian,22
2477,asian,4
2478,asian,27
2479,asian,29
2480,asian,23
2481,asian,12
2482,asian,23
2483,asian,9
2484,asian,11
2485,asian,1
2486,asian,23
2487,asian,30
2488,asian,16
2489,asian,1
2490,asian,25
2491,asian,9
2492,asian,14
2493,asian,8
2494,asian,5
2495,asian,12
2496,asian,16
2497,asian,22
2498,asian,29
2499,asian,9
2500,asian,22
2501,asian,3
2502,asian,6
2503,asian,21
2504,asian,21
2505,asian,27
2506,asian,6
2507,asian,25
2508,asian,4
2509,asian,7
2510,asian,5
2511,asian,26
2512,asian,8
2513,asian,27
2514,asian,22
2515,asian,28
2516,asian,12
2517,asian,16
2518,asian,27
2519,asian,28
2520,asian,12
2521,asian,4
2522,asian,26
2523,asian,1
2524,asian,25
2525,asian,30
2526,asian,13
2527,asian,5
2528,asian,6
2529,asian,24
2530,asian,18
2531,asian,11
2532,asian,29
2533,asian,27
2534,asian,1
2535,asian,6
2536,asian,21
2537,asian,4
2538,asian,26
2539,asian,28
2540,asian,16
2541,asian,8
2542,asian,30
2543,asian,13
2544,asian,1
2545,asian,1
2546,asian,12
2547,asian,26
2548,asian,13
2549,asian,24
2550,asian,4
2551,asian,30
2552,asian,1
2553,asian,13
2554,asian,23
2555,asian,26
2556,asian,6
2557,asian,24
2558,asian,5
2559,asian,13
2560,asian,26
2561,asian,13
2562,asian,24
2563,asian,18
2564,asian,22
2565,asian,27
2566,asian,7
2567,asian,21
2568,asian,11
2569,asian,16
2570,asian,23
2571,asian,27
2572,asian,22
2573,asian,1
2574,asian,7
2575,asian,29
2576,asian,3
2577,asian,30
2578,asian,29
2579,asian,26
2580,asian,12
2581,asian,14
2582,asian,27
2583,asian,27
2584,asian,24
2585,asian,21
2586,asian,8
2587,asian,23
2588,asian,14
2589,asian,9
2590,asian,8
2591,asian,30
2592,asian,14
2593,asian,22
2594,asian,9
2595,asian,16
2596,asian,25
2597,asian,3
2598,asian,24
2599,asian,6
2600,asian,22
2601,asian,18
2602,asian,28
2603,asian,25
2604,asian,6
2605,asian,8
2606,asian,4
2607,asian,30
2608,asian,28
2609,asian,6
2610,asian,27
2611,asian,3
2612,asian,4
2613,asian,3
2614,asian,11
2615,asian,27
2616,asian,22
2617,asian,16
2618,asian,21
2619,asian,25
2620,asian,12
2621,asian,25
2622,asian,4
2623,asian,23
2624,asian,5
2625,asian,5
2626,asian,28
2627,asian,6
2628,asian,26
2629,asian,22
2630,asian,7
2631,asian,5
2632,asian,22
2633,asian,27
2634,asian,4
2635,asian,1
2636,asian,26
2637,asian,25
2638,asian,30
2639,asian,18
2640,asian,28
2641,asian,5
2642,asian,23
2643,asian,26
2644,asian,27
2645,asian,7
2646,asian,26
2647,asian,6
2648,asian,27
2649,asian,8
2650,asian,6
2651,asian,4
2652,asian,5
2653,asian,30
2654,asian,22
2655,asian,8
2656,asian,9
2657,asian,20
2658,asian,6
2659,asian,20
2660,asian,6
2661,asian,17
2662,asian,30
2663,asian,17
2664,asian,6
2665,asian,6
2666,asian,6
2667,asian,19
2668,asian,19
2669,asian,19
2670,asian,19
2671,asian,30
2672,asian,20
2673,asian,30
2674,asian,19
2675,asian,17
2676,asian,19
2677,asian,17
2678,asian,20
2679,asian,30
2680,asian,10
2681,asian,10
2682,asian,20
2683,asian,19
2684,asian,6
2685,asian,30
2686,asian,10
2687,asian,17
2688,asian,19
2689,asian,17
2690,asian,19
2691,asian,17
2692,asian,10
2693,asian,10
2694,asian,30
2695,asian,20
2696,asian,17
2697,asian,17
2698,asian,10
2699,asian,10
2700,asian,10
2701,asian,6
2702,asian,10
2703,asian,10
2704,asian,20
2705,asian,10
2706,asian,30
2707,asian,20
2708,asian,30
2709,asian,17
2710,asian,30
2711,asian,20
2712,asian,30
2713,asian,19
2714,asian,6
2715,asian,6
2716,asian,20
2717,asian,17
2718,asian,6
2719,asian,20
2720,asian,19
2721,asian,19
2722,asian,6
2723,asian,30
2724,asian,30
2725,asian,20
2726,asian,17
2727,asian,10
2728,asian,6
2729,asian,30
2730,asian,20
2731,asian,20
2732,asian,10
2733,asian,6
2734,asian,13
2735,asian,8
2736,asian,24
2737,asian,4
2738,asian,9
2739,asian,19
2740,asian,10
2741,asian,27
2742,asian,15
2743,asian,2
2744,asian,26
2745,asian,4
2746,asian,27
2747,asian,14
2748,asian,29
2749,asian,22
2750,asian,16
2751,asian,21
2752,asian,12
2753,asian,25
2754,asian,21
2755,asian,13
2756,asian,24
2757,asian,9
2758,asian,11
2759,asian,11
2760,asian,13
2761,asian,4
2762,asian,25
2763,asian,3
2764,asian,13
2765,asian,1
2766,asian,7
2767,asian,27
2768,asian,12
2769,asian,26
2770,asian,28
2771,asian,17
2772,asian,29
2773,asian,1
2774,asian,8
2775,asian,10
2776,asian,3
2777,asian,19
2778,asian,21
2779,asian,26
2780,asian,7
2781,asian,16
2782,asian,15
2783,asian,14
2784,asian,9
2785,asian,22
2786,asian,28
2787,asian,21
2788,asian,10
2789,asian,13
2790,asian,23
2791,asian,15
2792,asian,22
2793,asian,2
2794,asian,16
2795,asian,21
2796,asian,11
2797,asian,25
2798,asian,21
2799,asian,23
2800,asian,8
2801,asian,15
2802,asian,16
2803,asian,17
2804,asian,19
2805,asian,23
2806,asian,10
2807,asian,4
2808,asian,24
2809,asian,16
2810,asian,11
2811,asian,8
2812,asian,26
2813,asian,29
2814,asian,19
2815,asian,26
2816,asian,10
2817,asian,18
2818,asian,2
2819,asian,11
2820,asian,28
2821,asian,2
2822,asian,10
2823,asian,24
2824,asian,25
2825,asian,7
2826,asian,1
2827,asian,29
2828,asian,19
2829,asian,22
2830,asian,27
2831,asian,29
2832,asian,18
2833,asian,23
2834,asian,19
2835,asian,2
2836,asian,16
2837,asian,11
2838,asian,16
2839,asian,15
2840,asian,1
2841,asian,28
2842,asian,27
2843,asian,25
2844,asian,27
2845,asian,13
2846,asian,15
2847,asian,29
2848,asian,27
2849,asian,17
2850,asian,4
2851,asian,18
2852,asian,18
2853,asian,23
2854,asian,9
2855,asian,29
2856,asian,23
2857,asian,7
2858,asian,10
2859,asian,3
2860,asian,18
2861,asian,8
2862,asian,7
2863,asian,2
2864,asian,29
2865,asian,15
2866,asian,12
2867,asian,17
2868,asian,26
2869,asian,18
2870,asian,11
2871,asian,21
2872,asian,12
2873,asian,8
2874,asian,1
2875,asian,19
2876,asian,1
2877,asian,22
2878,asian,15
2879,asian,28
2880,asian,27
2881,asian,8
2882,asian,9
2883,asian,7
2884,asian,17
2885,asian,14
2886,asian,7
2887,asian,4
2888,asian,28
2889,asian,28
2890,asian,2
2891,asian,18
2892,asian,17
2893,asian,24
2894,asian,13
2895,asian,9
2896,asian,14
2897,asian,7
2898,asian,23
2899,asian,21
2900,asian,24
2901,asian,7
2902,asian,18
2903,asian,7
2904,asian,17
2905,asian,16
2906,asian,3
2907,asian,15
2908,asian,28
2909,asian,3
2910,asian,17
2911,asian,3
2912,asian,8
2913,asian,3
2914,asian,24
2915,asian,10
2916,asian,4
2917,asian,21
2918,asian,12
2919,asian,15
2920,asian,23
2921,asian,18
2922,asian,19
2923,asian,23
2924,asian,7
2925,asian,23
2926,asian,7
2927,asian,28
2928,asian,26
2929,asian,25
2930,asian,21
2931,asian,8
2932,asian,1
2933,asian,18
2934,asian,17
2935,asian,29
2936,asian,19
2937,asian,11
2938,asian,12
2939,asian,1
2940,asian,14
2941,asian,25
2942,asian,26
2943,asian,21
2944,asian,3
2945,asian,16
2946,asian,14
2947,asian,19
2948,asian,19
2949,asian,29
2950,asian,10
2951,asian,14
2952,asian,23
2953,asian,24
2954,asian,22
2955,asian,29
2956,asian,23
2957,asian,18
2958,asian,18
2959,asian,9
2960,asian,3
2961,asian,19
2962,asian,17
2963,asian,12
2964,asian,15
2965,asian,14
2966,asian,3
2967,asian,18
2968,asian,28
2969,asian,3
2970,asian,16
2971,asian,4
2972,asian,7
2973,asian,22
2974,asian,17
2975,asian,8
2976,asian,15
2977,asian,4
2978,asian,10
2979,asian,12
2980,asian,29
2981,asian,13
2982,asian,9
2983,asian,27
2984,asian,13
2985,asian,28
2986,asian,25
2987,asian,22
2988,asian,7
2989,asian,11
2990,asian,24
2991,asian,4
2992,asian,4
2993,asian,3
2994,asian,17
2995,asian,26
2996,asian,2
2997,asian,14
2998,asian,4
2999,asian,9
3000,asian,12
3001,asian,23
3002,asian,4
3003,asian,24
3004,asian,9
3005,asian,12
3006,asian,19
3007,asian,9
3008,asian,28
3009,asian,12
3010,asian,9
3011,asian,21
3012,asian,27
3013,asian,10
3014,asian,1
3015,asian,27
3016,asian,3
3017,asian,25
3018,asian,29
3019,asian,14
3020,asian,18
3021,asian,22
3022,asian,16
3023,asian,17
3024,asian,24
3025,asian,4
3026,asian,2
3027,asian,21
3028,asian,27
3029,asian,14
3030,asian,2
3031,asian,22
3032,asian,20
3033,asian,7
3034,asian,5
3035,asian,6
3036,asian,7
3037,asian,6
3038,asian,5
3039,asian,30
3040,asian,6
3041,asian,2
3042,asian,20
3043,asian,30
3044,asian,11
3045,asian,11
3046,asian,2
3047,asian,5
3048,asian,11
3049,asian,11
3050,asian,22
3051,asian,20
3052,asian,11
3053,asian,7
3054,asian,5
3055,asian,2
3056,asian,30
3057,asian,20
3058,asian,30
3059,asian,6
3060,asian,22
3061,asian,11
3062,asian,7
3063,asian,11
3064,asian,22
3065,asian,6
3066,asian,11
3067,asian,30
3068,asian,30
3069,asian,5
3070,asian,6
3071,asian,7
3072,asian,11
3073,asian,30
3074,asian,5
3075,asian,2
3076,asian,2
3077,asian,22
3078,asian,20
3079,asian,6
3080,asian,20
3081,asian,30
3082,asian,2
3083,asian,22
3084,asian,6
3085,asian,22
3086,asian,20
3087,asian,22
3088,asian,2
3089,asian,20
3090,asian,7
3091,asian,5
3092,asian,22
3093,asian,7
3094,asian,5
3095,asian,7
3096,asian,6
3097,asian,20
3098,asian,30
3099,asian,22
3100,asian,5
3101,asian,7
3102,asian,2
3103,asian,20
3104,asian,2
3105,asian,5
3106,asian,6
3107,asian,22
3108,asian,30
3109,asian,11
3110,asian,7
3111,asian,11
3112,asian,26
3113,asian,16
3114,asian,3
3115,asian,1
3116,asian,3
3117,asian,18
3118,asian,9
3119,asian,5
3120,asian,4
3121,asian,5
3122,asian,24
3123,asian,8
3124,asian,25
3125,asian,5
3126,asian,14
3127,asian,25
3128,asian,9
3129,asian,18
3130,asian,9
3131,asian,10
3132,asian,19
3133,asian,15
3134,asian,3
3135,asian,25
3136,asian,16
3137,asian,27
3138,asian,12
3139,asian,9
3140,asian,24
3141,asian,23
3142,asian,26
3143,asian,27
3144,asian,16
3145,asian,19
3146,asian,10
3147,asian,15
3148,asian,21
3149,asian,4
3150,asian,18
3151,asian,19
3152,asian,24
3153,asian,18
3154,asian,8
3155,asian,21
3156,asian,21
3157,asian,26
3158,asian,23
3159,asian,10
3160,asian,24
3161,asian,23
3162,asian,12
3163,asian,19
3164,asian,15
3165,asian,1
3166,asian,19
3167,asian,10
3168,asian,13
3169,asian,28
3170,asian,15
3171,asian,17
3172,asian,15
3173,asian,25
3174,asian,13
3175,asian,14
3176,asian,1
3177,asian,4
3178,asian,16
3179,asian,24
3180,asian,21
3181,asian,27
3182,asian,5
3183,asian,17
3184,asian,19
3185,asian,3
3186,asian,26
3187,asian,13
3188,asian,19
3189,asian,13
3190,asian,18
3191,asian,5
3192,asian,28
3193,asian,19
3194,asian,1
3195,asian,14
3196,asian,19
3197,asian,23
3198,asian,12
3199,asian,12
3200,asian,5
3201,asian,18
3202,asian,1
3203,asian,17
3204,asian,14
3205,asian,26
3206,asian,12
3207,asian,13
3208,asian,21
3209,asian,27
3210,asian,10
3211,asian,21
3212,asian,12
3213,asian,26
3214,asian,8
3215,asian,23
3216,asian,17
3217,asian,10
3218,asian,15
3219,asian,13
3220,asian,16
3221,asian,13
3222,asian,17
3223,asian,8
3224,asian,8
3225,asian,27
3226,asian,8
3227,asian,15
3228,asian,12
3229,asian,10
3230,asian,25
3231,asian,17
3232,asian,25
3233,asian,1
3234,asian,21
3235,asian,15
3236,asian,1
3237,asian,24
3238,asian,4
3239,asian,3
3240,asian,17
3241,asian,14
3242,asian,4
3243,asian,27
3244,asian,18
3245,asian,27
3246,asian,9
3247,asian,28
3248,asian,16
3249,asian,28
3250,asian,5
3251,asian,21
3252,asian,19
3253,asian,8
3254,asian,24
3255,asian,28
3256,asian,21
3257,asian,24
3258,asian,26
3259,asian,28
3260,asian,14
3261,asian,18
3262,asian,5
3263,asian,28
3264,asian,3
3265,asian,23
3266,asian,3
3267,asian,8
3268,asian,17
3269,asian,4
3270,asian,19
3271,asian,19
3272,asian,25
3273,asian,17
3274,asian,23
3275,asian,15
3276,asian,15
3277,asian,16
3278,asian,4
3279,asian,23
3280,asian,9
3281,asian,14
3282,asian,12
3283,asian,28
3284,asian,14
3285,asian,5
3286,asian,28
3287,asian,25
3288,asian,4
3289,asian,23
3290,asian,28
3291,asian,5
3292,asian,18
3293,asian,21
3294,asian,4
3295,asian,16
3296,asian,15
3297,asian,25
3298,asian,26
3299,asian,17
3300,asian,1
3301,asian,24
3302,asian,9
3303,asian,10
3304,asian,13
3305,asian,17
3306,asian,18
3307,asian,14
3308,asian,14
3309,asian,10
3310,asian,3
3311,asian,16
3312,asian,8
3313,asian,4
3314,asian,9
3315,asian,5
3316,asian,24
3317,asian,10
3318,asian,28
3319,asian,23
3320,asian,5
3321,asian,14
3322,asian,25
3323,asian,21
3324,asian,3
3325,asian,3
3326,asian,15
3327,asian,27
3328,asian,28
3329,asian,28
3330,asian,14
3331,asian,12
3332,asian,15
3333,asian,1
3334,asian,18
3335,asian,23
3336,asian,27
3337,asian,28
3338,asian,22
3339,asian,25
3340,asian,6
3341,asian,15
3342,asian,22
3343,asian,18
3344,asian,30
3345,asian,2
3346,asian,18
3347,asian,25
3348,asian,30
3349,asian,7
3350,asian,7
3351,asian,30
3352,asian,7
3353,asian,7
3354,asian,18
3355,asian,2
3356,asian,27
3357,asian,2
3358,asian,6
3359,asian,29
3360,asian,6
3361,asian,15
3362,asian,6
3363,asian,22
3364,asian,29
3365,asian,27
